"speciesid","Year","spending","X","speciesname","taxon","conservation_status","listed"
11,2014,956187.18504436,538,"Balaena mysticetus","Mammals","3",1
11,2015,917124.901265823,538,"Balaena mysticetus","Mammals","3",1
11,2016,1014963.185,538,"Balaena mysticetus","Mammals","3",1
11,1996,851367.112810707,538,"Balaena mysticetus","Mammals","3",1
11,1997,353142.523364486,538,"Balaena mysticetus","Mammals","3",1
11,1998,1879.60122699387,538,"Balaena mysticetus","Mammals","3",1
11,1999,3677.97118847539,538,"Balaena mysticetus","Mammals","3",1
11,2000,3558.36236933798,538,"Balaena mysticetus","Mammals","3",1
11,2001,34599.0965556183,538,"Balaena mysticetus","Mammals","3",1
11,2002,10155.5052807115,538,"Balaena mysticetus","Mammals","3",1
11,2003,271604.101630435,538,"Balaena mysticetus","Mammals","3",1
11,2004,246679.071995765,538,"Balaena mysticetus","Mammals","3",1
11,2005,1702692.00460829,538,"Balaena mysticetus","Mammals","3",1
11,2006,4887527.42857143,538,"Balaena mysticetus","Mammals","3",1
11,2007,2604870.30390738,538,"Balaena mysticetus","Mammals","3",1
11,2008,2316470.49558755,538,"Balaena mysticetus","Mammals","3",1
11,2009,3467920.47132867,538,"Balaena mysticetus","Mammals","3",1
11,2010,3170625.28748281,538,"Balaena mysticetus","Mammals","3",1
11,2011,3803165.15162294,538,"Balaena mysticetus","Mammals","3",1
11,2012,5998354.93118467,538,"Balaena mysticetus","Mammals","3",1
11,2013,27227943.3540773,538,"Balaena mysticetus","Mammals","3",1
54,2015,906819.325316456,572,"Calidris canutus","Birds","4",1
54,2016,1073823.95,572,"Calidris canutus","Birds","4",1
84,2014,51774.3979721166,589,"Gambusia georgei","Fishes","Extinct",1
84,2015,827.341772151899,589,"Gambusia georgei","Fishes","Extinct",1
84,2016,1838.25,589,"Gambusia georgei","Fishes","Extinct",1
84,1996,87479.9235181644,589,"Gambusia georgei","Fishes","Extinct",1
84,1997,58793.4579439252,589,"Gambusia georgei","Fishes","Extinct",1
84,1998,51876.9938650307,589,"Gambusia georgei","Fishes","Extinct",1
84,1999,29423.7695078031,589,"Gambusia georgei","Fishes","Extinct",1
84,2000,0,589,"Gambusia georgei","Fishes","Extinct",1
84,2001,138.396386222473,589,"Gambusia georgei","Fishes","Extinct",1
84,2002,136.242356864925,589,"Gambusia georgei","Fishes","Extinct",1
84,2003,3543.29347826087,589,"Gambusia georgei","Fishes","Extinct",1
84,2004,1323.46214928534,589,"Gambusia georgei","Fishes","Extinct",1
84,2005,6124.36251920123,589,"Gambusia georgei","Fishes","Extinct",1
84,2006,8794.90773809524,589,"Gambusia georgei","Fishes","Extinct",1
84,2007,6655.41678726483,589,"Gambusia georgei","Fishes","Extinct",1
84,2008,569.205759405481,589,"Gambusia georgei","Fishes","Extinct",1
84,2009,571.328671328671,589,"Gambusia georgei","Fishes","Extinct",1
84,2010,2359.97248968363,589,"Gambusia georgei","Fishes","Extinct",1
84,2011,544.908848377056,589,"Gambusia georgei","Fishes","Extinct",1
84,2012,1067.50871080139,589,"Gambusia georgei","Fishes","Extinct",1
84,2013,648139.073819742,589,"Gambusia georgei","Fishes","Extinct",1
94,2014,1064503.36755387,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2015,1619395.34936709,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2016,913666.41875,611,"Plestiodon reynoldsi","Reptiles","3",1
94,1996,67671.9694072658,611,"Plestiodon reynoldsi","Reptiles","3",1
94,1997,17500.5981308411,611,"Plestiodon reynoldsi","Reptiles","3",1
94,1998,92025.2760736196,611,"Plestiodon reynoldsi","Reptiles","3",1
94,1999,460334.87394958,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2000,15130.1567944251,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2001,5000.26143421796,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2002,18528.9605336298,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2003,52027.8032608696,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2004,61295.760190577,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2005,92859.3917050691,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2006,459348.523809524,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2007,234949.573082489,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2008,171213.677194612,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2009,79085.6,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2010,188281.976616231,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2011,140146.196531792,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2012,1130997.7238676,611,"Plestiodon reynoldsi","Reptiles","3",1
94,2013,911417.499141631,611,"Plestiodon reynoldsi","Reptiles","3",1
127,2014,7089621.56653992,645,"Lepidochelys kempii","Reptiles","1",1
127,2015,5108128.06582278,645,"Lepidochelys kempii","Reptiles","1",1
127,2016,4537575.1075,645,"Lepidochelys kempii","Reptiles","1",1
127,1996,1981810.80305927,645,"Lepidochelys kempii","Reptiles","1",1
127,1997,1975567.08411215,645,"Lepidochelys kempii","Reptiles","1",1
127,1998,1675100.61349693,645,"Lepidochelys kempii","Reptiles","1",1
127,1999,7016583.33133253,645,"Lepidochelys kempii","Reptiles","1",1
127,2000,5623536.2543554,645,"Lepidochelys kempii","Reptiles","1",1
127,2001,6770594.79164314,645,"Lepidochelys kempii","Reptiles","1",1
127,2002,4484481.21011673,645,"Lepidochelys kempii","Reptiles","1",1
127,2003,4568697.30163043,645,"Lepidochelys kempii","Reptiles","1",1
127,2004,5733401.51720487,645,"Lepidochelys kempii","Reptiles","1",1
127,2005,7130196.19354839,645,"Lepidochelys kempii","Reptiles","1",1
127,2006,4563112.77678571,645,"Lepidochelys kempii","Reptiles","1",1
127,2007,4411141.4341534,645,"Lepidochelys kempii","Reptiles","1",1
127,2008,5599189.39758477,645,"Lepidochelys kempii","Reptiles","1",1
127,2009,5833337.72167832,645,"Lepidochelys kempii","Reptiles","1",1
127,2010,5834412.76891334,645,"Lepidochelys kempii","Reptiles","1",1
127,2011,7402260.84971098,645,"Lepidochelys kempii","Reptiles","1",1
127,2012,5728656.32796167,645,"Lepidochelys kempii","Reptiles","1",1
127,2013,6865953.69012875,645,"Lepidochelys kempii","Reptiles","1",1
131,2014,277988.133079848,667,"Sylvilagus palustris","Mammals","5",1
131,2015,318173.927848101,667,"Sylvilagus palustris","Mammals","5",1
131,2016,115630.01,667,"Sylvilagus palustris","Mammals","5",1
131,1996,4686.42447418738,667,"Sylvilagus palustris","Mammals","5",1
131,1997,53448.5981308411,667,"Sylvilagus palustris","Mammals","5",1
131,1998,206756.134969325,667,"Sylvilagus palustris","Mammals","5",1
131,1999,96362.8451380552,667,"Sylvilagus palustris","Mammals","5",1
131,2000,54087.1080139373,667,"Sylvilagus palustris","Mammals","5",1
131,2001,232259.583286279,667,"Sylvilagus palustris","Mammals","5",1
131,2002,137589.793774319,667,"Sylvilagus palustris","Mammals","5",1
131,2003,68578.7135869565,667,"Sylvilagus palustris","Mammals","5",1
131,2004,109986.192165167,667,"Sylvilagus palustris","Mammals","5",1
131,2005,85151.2288786482,667,"Sylvilagus palustris","Mammals","5",1
131,2006,280025.53422619,667,"Sylvilagus palustris","Mammals","5",1
131,2007,276550.361794501,667,"Sylvilagus palustris","Mammals","5",1
131,2008,144610.138411519,667,"Sylvilagus palustris","Mammals","5",1
131,2009,247330.467132867,667,"Sylvilagus palustris","Mammals","5",1
131,2010,126212.452544704,667,"Sylvilagus palustris","Mammals","5",1
131,2011,82591.8341485104,667,"Sylvilagus palustris","Mammals","5",1
131,2012,149079.726480836,667,"Sylvilagus palustris","Mammals","5",1
131,2013,266844.472532189,667,"Sylvilagus palustris","Mammals","5",1
141,2014,1145442.28390368,691,"Chasmistes liorus","Fishes","2 ",1
141,2015,6852667.13164557,691,"Chasmistes liorus","Fishes","2 ",1
141,2016,954766.625,691,"Chasmistes liorus","Fishes","2 ",1
141,1996,1619940.72657744,691,"Chasmistes liorus","Fishes","2 ",1
141,1997,1588904.65420561,691,"Chasmistes liorus","Fishes","2 ",1
141,1998,1867571.7791411,691,"Chasmistes liorus","Fishes","2 ",1
141,1999,108720.828331333,691,"Chasmistes liorus","Fishes","2 ",1
141,2000,75010.2787456446,691,"Chasmistes liorus","Fishes","2 ",1
141,2001,581680.011293055,691,"Chasmistes liorus","Fishes","2 ",1
141,2002,750286.659255142,691,"Chasmistes liorus","Fishes","2 ",1
141,2003,701252.413043478,691,"Chasmistes liorus","Fishes","2 ",1
141,2004,804943.951826363,691,"Chasmistes liorus","Fishes","2 ",1
141,2005,413763.437788018,691,"Chasmistes liorus","Fishes","2 ",1
141,2006,401363.407738095,691,"Chasmistes liorus","Fishes","2 ",1
141,2007,913969.97829233,691,"Chasmistes liorus","Fishes","2 ",1
141,2008,741219.739897817,691,"Chasmistes liorus","Fishes","2 ",1
141,2009,550875.104895105,691,"Chasmistes liorus","Fishes","2 ",1
141,2010,1050412.51719395,691,"Chasmistes liorus","Fishes","2 ",1
141,2011,1252200.53357048,691,"Chasmistes liorus","Fishes","2 ",1
141,2012,1537801.80836237,691,"Chasmistes liorus","Fishes","2 ",1
141,2013,1300715.19399142,691,"Chasmistes liorus","Fishes","2 ",1
158,2014,16050.0633713561,716,"Etheostoma nuchale","Fishes","1",1
158,2015,1714.66582278481,716,"Etheostoma nuchale","Fishes","1",1
158,2016,6127.5,716,"Etheostoma nuchale","Fishes","1",1
158,1996,32804.9713193117,716,"Etheostoma nuchale","Fishes","1",1
158,1997,8399.06542056075,716,"Etheostoma nuchale","Fishes","1",1
158,1998,1804.41717791411,716,"Etheostoma nuchale","Fishes","1",1
158,1999,0,716,"Etheostoma nuchale","Fishes","1",1
158,2000,1423.34494773519,716,"Etheostoma nuchale","Fishes","1",1
158,2001,107796.945228684,716,"Etheostoma nuchale","Fishes","1",1
158,2002,32016.9538632574,716,"Etheostoma nuchale","Fishes","1",1
158,2003,13320.652173913,716,"Etheostoma nuchale","Fishes","1",1
158,2004,1686.76548438327,716,"Etheostoma nuchale","Fishes","1",1
158,2005,15059.9078341014,716,"Etheostoma nuchale","Fishes","1",1
158,2006,34621.5907738095,716,"Etheostoma nuchale","Fishes","1",1
158,2007,28294.6845151954,716,"Etheostoma nuchale","Fishes","1",1
158,2008,2262.02368787738,716,"Etheostoma nuchale","Fishes","1",1
158,2009,7198.74125874126,716,"Etheostoma nuchale","Fishes","1",1
158,2010,17204.1994497937,716,"Etheostoma nuchale","Fishes","1",1
158,2011,24788.9933303691,716,"Etheostoma nuchale","Fishes","1",1
158,2012,2135.01742160279,716,"Etheostoma nuchale","Fishes","1",1
158,2013,25139.0549356223,716,"Etheostoma nuchale","Fishes","1",1
173,2014,1417459.79340938,744,"Pristis pectinata","Fishes","2 ",1
173,2015,968566.944303797,744,"Pristis pectinata","Fishes","2 ",1
173,2016,967081.87875,744,"Pristis pectinata","Fishes","2 ",1
173,2003,75261.6847826087,744,"Pristis pectinata","Fishes","2 ",1
173,2004,98481.1540497618,744,"Pristis pectinata","Fishes","2 ",1
173,2005,761422.665130568,744,"Pristis pectinata","Fishes","2 ",1
173,2006,776568.226190476,744,"Pristis pectinata","Fishes","2 ",1
173,2007,767294.240231548,744,"Pristis pectinata","Fishes","2 ",1
173,2008,228966.431955411,744,"Pristis pectinata","Fishes","2 ",1
173,2009,910072.868531468,744,"Pristis pectinata","Fishes","2 ",1
173,2010,1748487.88445667,744,"Pristis pectinata","Fishes","2 ",1
173,2011,1551718.4006225,744,"Pristis pectinata","Fishes","2 ",1
173,2012,1183297.11062718,744,"Pristis pectinata","Fishes","2 ",1
173,2013,1080033.67596567,744,"Pristis pectinata","Fishes","2 ",1
175,2014,3393420.37262357,760,"Alligator mississippiensis","Invertebrates","5",1
175,2015,1695831.38734177,760,"Alligator mississippiensis","Invertebrates","5",1
175,2016,853721.08625,760,"Alligator mississippiensis","Invertebrates","5",1
175,2001,0,760,"Alligator mississippiensis","Invertebrates","5",1
175,2002,1362.42356864925,760,"Alligator mississippiensis","Invertebrates","5",1
175,2003,6627.02445652174,760,"Alligator mississippiensis","Invertebrates","5",1
175,2004,258607.098994177,760,"Alligator mississippiensis","Invertebrates","5",1
175,2005,1380461.43164363,760,"Alligator mississippiensis","Invertebrates","5",1
175,2006,4086889.3125,760,"Alligator mississippiensis","Invertebrates","5",1
175,2007,593951.90593343,760,"Alligator mississippiensis","Invertebrates","5",1
175,2008,6821580.39572689,760,"Alligator mississippiensis","Invertebrates","5",1
175,2009,2254694.8965035,760,"Alligator mississippiensis","Invertebrates","5",1
175,2010,1625743.46767538,760,"Alligator mississippiensis","Invertebrates","5",1
175,2011,5953225.07247666,760,"Alligator mississippiensis","Invertebrates","5",1
175,2012,4919783.62761324,760,"Alligator mississippiensis","Invertebrates","5",1
175,2013,2236351.30815451,760,"Alligator mississippiensis","Invertebrates","5",1
241,2014,5083089.24081115,799,"Brachyramphus marmoratus","Birds","3",1
241,2015,3400724.23544304,799,"Brachyramphus marmoratus","Birds","3",1
241,2016,4821744.0475,799,"Brachyramphus marmoratus","Birds","3",1
241,1996,13769339.9617591,799,"Brachyramphus marmoratus","Birds","3",1
241,1997,13583762.6915888,799,"Brachyramphus marmoratus","Birds","3",1
241,1998,10661624.4478528,799,"Brachyramphus marmoratus","Birds","3",1
241,1999,9826994.67587035,799,"Brachyramphus marmoratus","Birds","3",1
241,2000,9147154.77351916,799,"Brachyramphus marmoratus","Birds","3",1
241,2001,6577011.46245059,799,"Brachyramphus marmoratus","Birds","3",1
241,2002,6006850.58087827,799,"Brachyramphus marmoratus","Birds","3",1
241,2003,6712794.80380435,799,"Brachyramphus marmoratus","Birds","3",1
241,2004,7794043.76124934,799,"Brachyramphus marmoratus","Birds","3",1
241,2005,5335453.01228879,799,"Brachyramphus marmoratus","Birds","3",1
241,2006,4877783.0014881,799,"Brachyramphus marmoratus","Birds","3",1
241,2007,3893020.37047757,799,"Brachyramphus marmoratus","Birds","3",1
241,2008,5487296.06781235,799,"Brachyramphus marmoratus","Birds","3",1
241,2009,9366751.88391608,799,"Brachyramphus marmoratus","Birds","3",1
241,2010,6937533.58596974,799,"Brachyramphus marmoratus","Birds","3",1
241,2011,7469624.66118275,799,"Brachyramphus marmoratus","Birds","3",1
241,2012,7816889.11280488,799,"Brachyramphus marmoratus","Birds","3",1
241,2013,5794182.93476395,799,"Brachyramphus marmoratus","Birds","3",1
242,2014,4071.53865652725,820,"Noturus trautmani","Fishes","Extinct",1
242,2015,10710.9734177215,820,"Noturus trautmani","Fishes","Extinct",1
242,2016,1920.97125,820,"Noturus trautmani","Fishes","Extinct",1
242,1996,3436.71128107075,820,"Noturus trautmani","Fishes","Extinct",1
242,1997,0,820,"Noturus trautmani","Fishes","Extinct",1
242,1998,16540.490797546,820,"Noturus trautmani","Fishes","Extinct",1
242,1999,0,820,"Noturus trautmani","Fishes","Extinct",1
242,2000,0,820,"Noturus trautmani","Fishes","Extinct",1
242,2001,0,820,"Noturus trautmani","Fishes","Extinct",1
242,2002,0,820,"Noturus trautmani","Fishes","Extinct",1
242,2003,0,820,"Noturus trautmani","Fishes","Extinct",1
242,2004,16867.6548438327,820,"Noturus trautmani","Fishes","Extinct",1
242,2005,376.497695852535,820,"Noturus trautmani","Fishes","Extinct",1
242,2006,632.202380952381,820,"Noturus trautmani","Fishes","Extinct",1
242,2007,118.234442836469,820,"Noturus trautmani","Fishes","Extinct",1
242,2008,569.205759405481,820,"Noturus trautmani","Fishes","Extinct",1
242,2009,5141.95804195804,820,"Noturus trautmani","Fishes","Extinct",1
242,2010,5731.36176066025,820,"Noturus trautmani","Fishes","Extinct",1
242,2011,1961.6718541574,820,"Noturus trautmani","Fishes","Extinct",1
242,2012,302.104965156794,820,"Noturus trautmani","Fishes","Extinct",1
242,2013,429.187982832618,820,"Noturus trautmani","Fishes","Extinct",1
251,2014,1012704.11787072,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2015,839115.879746835,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2016,1226358.87125,849,"Rhinichthys cobitis","Fishes","2 ",1
251,1996,302290,849,"Rhinichthys cobitis","Fishes","2 ",1
251,1997,257041.943925234,849,"Rhinichthys cobitis","Fishes","2 ",1
251,1998,287157.957055215,849,"Rhinichthys cobitis","Fishes","2 ",1
251,1999,517887.767106843,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2000,982264.581881533,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2001,1666154.09373235,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2002,658020.610339077,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2003,777960.720652174,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2004,693909.370037057,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2005,469367.12749616,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2006,747336.160714286,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2007,743103.473227207,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2008,1387581.33999071,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2009,912509.013986014,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2010,932241.951856946,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2011,642401.759893286,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2012,3693060.26263066,849,"Rhinichthys cobitis","Fishes","2 ",1
251,2013,832245.991416309,849,"Rhinichthys cobitis","Fishes","2 ",1
259,2014,161034.945500634,877,"Ambystoma mavortium","Amphibians","5",1
259,2015,41041.3227848101,877,"Ambystoma mavortium","Amphibians","5",1
259,2016,354406.43,877,"Ambystoma mavortium","Amphibians","5",1
259,1997,42606.1682242991,877,"Ambystoma mavortium","Amphibians","5",1
259,1998,36238.7116564417,877,"Ambystoma mavortium","Amphibians","5",1
259,1999,62451.9507803121,877,"Ambystoma mavortium","Amphibians","5",1
259,2000,69886.2369337979,877,"Ambystoma mavortium","Amphibians","5",1
259,2001,64354.31959345,877,"Ambystoma mavortium","Amphibians","5",1
259,2002,112924.477487493,877,"Ambystoma mavortium","Amphibians","5",1
259,2003,67222.6711956522,877,"Ambystoma mavortium","Amphibians","5",1
259,2004,148175.860243515,877,"Ambystoma mavortium","Amphibians","5",1
259,2005,44050.2304147465,877,"Ambystoma mavortium","Amphibians","5",1
259,2006,137564.806547619,877,"Ambystoma mavortium","Amphibians","5",1
259,2007,81700,877,"Ambystoma mavortium","Amphibians","5",1
259,2008,348240.083604273,877,"Ambystoma mavortium","Amphibians","5",1
259,2009,58732.5874125874,877,"Ambystoma mavortium","Amphibians","5",1
259,2010,72327.537826685,877,"Ambystoma mavortium","Amphibians","5",1
259,2011,29239.8088039128,877,"Ambystoma mavortium","Amphibians","5",1
259,2012,159992.868031359,877,"Ambystoma mavortium","Amphibians","5",1
259,2013,276865.170386266,877,"Ambystoma mavortium","Amphibians","5",1
269,2014,75780.1153358682,906,"Pseudemys alabamensis","Reptiles","1",1
269,2015,7197.87341772152,906,"Pseudemys alabamensis","Reptiles","1",1
269,2016,8037.2375,906,"Pseudemys alabamensis","Reptiles","1",1
269,1996,95337.4952198853,906,"Pseudemys alabamensis","Reptiles","1",1
269,1997,107355.327102804,906,"Pseudemys alabamensis","Reptiles","1",1
269,1998,66913.8036809816,906,"Pseudemys alabamensis","Reptiles","1",1
269,1999,79591.2965186074,906,"Pseudemys alabamensis","Reptiles","1",1
269,2000,166118.588850174,906,"Pseudemys alabamensis","Reptiles","1",1
269,2001,63662.3376623377,906,"Pseudemys alabamensis","Reptiles","1",1
269,2002,40872.7070594775,906,"Pseudemys alabamensis","Reptiles","1",1
269,2003,5461.46739130435,906,"Pseudemys alabamensis","Reptiles","1",1
269,2004,13883.3774483854,906,"Pseudemys alabamensis","Reptiles","1",1
269,2005,9788.9400921659,906,"Pseudemys alabamensis","Reptiles","1",1
269,2006,121765.825892857,906,"Pseudemys alabamensis","Reptiles","1",1
269,2007,87966.4254703328,906,"Pseudemys alabamensis","Reptiles","1",1
269,2008,78840.6897352531,906,"Pseudemys alabamensis","Reptiles","1",1
269,2009,91932.4965034965,906,"Pseudemys alabamensis","Reptiles","1",1
269,2010,98183.8459422283,906,"Pseudemys alabamensis","Reptiles","1",1
269,2011,135964.566029346,906,"Pseudemys alabamensis","Reptiles","1",1
269,2012,43567.1655052265,906,"Pseudemys alabamensis","Reptiles","1",1
269,2013,85964.8802575107,906,"Pseudemys alabamensis","Reptiles","1",1
282,2015,4053.9746835443,939,"Hemignathus hanapepe","Birds","1",1
282,2016,4728.3875,939,"Hemignathus hanapepe","Birds","1",1
282,1996,23432.1223709369,939,"Hemignathus hanapepe","Birds","1",1
282,1997,111478.504672897,939,"Hemignathus hanapepe","Birds","1",1
282,1998,179689.877300614,939,"Hemignathus hanapepe","Birds","1",1
282,1999,154151.128451381,939,"Hemignathus hanapepe","Birds","1",1
282,2000,157991.289198606,939,"Hemignathus hanapepe","Birds","1",1
282,2001,130092.603049125,939,"Hemignathus hanapepe","Birds","1",1
282,2002,0,939,"Hemignathus hanapepe","Birds","1",1
282,2003,34343.3054347826,939,"Hemignathus hanapepe","Birds","1",1
282,2004,35076.9370037057,939,"Hemignathus hanapepe","Birds","1",1
282,2005,86388.6513056836,939,"Hemignathus hanapepe","Birds","1",1
282,2006,71930.0416666667,939,"Hemignathus hanapepe","Birds","1",1
282,2007,87625.9102749638,939,"Hemignathus hanapepe","Birds","1",1
282,2008,60438.2675336739,939,"Hemignathus hanapepe","Birds","1",1
282,2009,73815.6643356643,939,"Hemignathus hanapepe","Birds","1",1
282,2010,43490.9215955983,939,"Hemignathus hanapepe","Birds","1",1
282,2011,148697.995998221,939,"Hemignathus hanapepe","Birds","1",1
282,2012,9073.82404181185,939,"Hemignathus hanapepe","Birds","1",1
282,2013,6447.28712446352,939,"Hemignathus hanapepe","Birds","1",1
293,2014,3094.03802281369,1014,"Rhinichthys osculus","Fishes","5",1
293,2015,5326.01265822785,1014,"Rhinichthys osculus","Fishes","5",1
293,2016,1155.03375,1014,"Rhinichthys osculus","Fishes","5",1
293,1996,8747.99235181644,1014,"Rhinichthys osculus","Fishes","5",1
293,1997,8948.82242990654,1014,"Rhinichthys osculus","Fishes","5",1
293,1998,5713.98773006135,1014,"Rhinichthys osculus","Fishes","5",1
293,1999,11769.5078031212,1014,"Rhinichthys osculus","Fishes","5",1
293,2000,1423.34494773519,1014,"Rhinichthys osculus","Fishes","5",1
293,2001,19859.8814229249,1014,"Rhinichthys osculus","Fishes","5",1
293,2002,408.727070594775,1014,"Rhinichthys osculus","Fishes","5",1
293,2003,712.654891304348,1014,"Rhinichthys osculus","Fishes","5",1
293,2004,8985.26998411858,1014,"Rhinichthys osculus","Fishes","5",1
293,2005,12945.2457757296,1014,"Rhinichthys osculus","Fishes","5",1
293,2006,31579.724702381,1014,"Rhinichthys osculus","Fishes","5",1
293,2007,32494.3719247467,1014,"Rhinichthys osculus","Fishes","5",1
293,2008,21182.4231305156,1014,"Rhinichthys osculus","Fishes","5",1
293,2009,22233.8265734266,1014,"Rhinichthys osculus","Fishes","5",1
293,2010,34388.1705639615,1014,"Rhinichthys osculus","Fishes","5",1
293,2011,12537.2627834593,1014,"Rhinichthys osculus","Fishes","5",1
293,2012,19092.3932926829,1014,"Rhinichthys osculus","Fishes","5",1
293,2013,10519.313304721,1014,"Rhinichthys osculus","Fishes","5",1
294,2014,1041696.74524715,993,"Rhinichthys osculus","Fishes","5",1
294,2015,72161.7835443038,993,"Rhinichthys osculus","Fishes","5",1
294,2016,71859.235,993,"Rhinichthys osculus","Fishes","5",1
294,1996,95290.6309751434,993,"Rhinichthys osculus","Fishes","5",1
294,1997,34970.6542056075,993,"Rhinichthys osculus","Fishes","5",1
294,1998,14510.5214723926,993,"Rhinichthys osculus","Fishes","5",1
294,1999,128684.855942377,993,"Rhinichthys osculus","Fishes","5",1
294,2000,139886.341463415,993,"Rhinichthys osculus","Fishes","5",1
294,2001,80909.2953133823,993,"Rhinichthys osculus","Fishes","5",1
294,2002,79551.9121734297,993,"Rhinichthys osculus","Fishes","5",1
294,2003,15784.972826087,993,"Rhinichthys osculus","Fishes","5",1
294,2004,25171.7310746427,993,"Rhinichthys osculus","Fishes","5",1
294,2005,51744.5883256528,993,"Rhinichthys osculus","Fishes","5",1
294,2006,157847.561011905,993,"Rhinichthys osculus","Fishes","5",1
294,2007,516465.781476121,993,"Rhinichthys osculus","Fishes","5",1
294,2008,89121.6841616349,993,"Rhinichthys osculus","Fishes","5",1
294,2009,212088.629370629,993,"Rhinichthys osculus","Fishes","5",1
294,2010,74176.1829436039,993,"Rhinichthys osculus","Fishes","5",1
294,2011,233467.285904847,993,"Rhinichthys osculus","Fishes","5",1
294,2012,419713.467334495,993,"Rhinichthys osculus","Fishes","5",1
294,2013,280850.938197425,993,"Rhinichthys osculus","Fishes","5",1
295,2014,29629.4524714829,1055,"Rhinichthys osculus","Fishes","5",1
295,2015,23282.4316455696,1055,"Rhinichthys osculus","Fishes","5",1
295,2016,24215.88,1055,"Rhinichthys osculus","Fishes","5",1
295,1996,12497.1319311663,1055,"Rhinichthys osculus","Fishes","5",1
295,1997,126749.53271028,1055,"Rhinichthys osculus","Fishes","5",1
295,1998,97739.263803681,1055,"Rhinichthys osculus","Fishes","5",1
295,1999,47225.150060024,1055,"Rhinichthys osculus","Fishes","5",1
295,2000,61488.5017421603,1055,"Rhinichthys osculus","Fishes","5",1
295,2001,0,1055,"Rhinichthys osculus","Fishes","5",1
295,2002,0,1055,"Rhinichthys osculus","Fishes","5",1
295,2003,1562.5125,1055,"Rhinichthys osculus","Fishes","5",1
295,2004,2076.01905770249,1055,"Rhinichthys osculus","Fishes","5",1
295,2005,43523.133640553,1055,"Rhinichthys osculus","Fishes","5",1
295,2007,28467.3068017366,1055,"Rhinichthys osculus","Fishes","5",1
295,2008,11953.3209475151,1055,"Rhinichthys osculus","Fishes","5",1
295,2009,19406.8923076923,1055,"Rhinichthys osculus","Fishes","5",1
295,2010,52265.5240715268,1055,"Rhinichthys osculus","Fishes","5",1
295,2011,40650.2000889284,1055,"Rhinichthys osculus","Fishes","5",1
295,2012,74757.6350174216,1055,"Rhinichthys osculus","Fishes","5",1
295,2013,41723.8042918455,1055,"Rhinichthys osculus","Fishes","5",1
296,2014,154884.147021546,969,"Rhinichthys osculus","Fishes","5",1
296,2015,184393.797468354,969,"Rhinichthys osculus","Fishes","5",1
296,2016,156751.6625,969,"Rhinichthys osculus","Fishes","5",1
297,2014,6208.78580481622,1035,"Rhinichthys osculus","Fishes","5",1
297,2015,6556.6835443038,1035,"Rhinichthys osculus","Fishes","5",1
297,2016,26169.53125,1035,"Rhinichthys osculus","Fishes","5",1
297,1996,12497.1319311663,1035,"Rhinichthys osculus","Fishes","5",1
297,1997,128276.635514019,1035,"Rhinichthys osculus","Fishes","5",1
297,1998,97739.263803681,1035,"Rhinichthys osculus","Fishes","5",1
297,1999,47225.150060024,1035,"Rhinichthys osculus","Fishes","5",1
297,2000,61488.5017421603,1035,"Rhinichthys osculus","Fishes","5",1
297,2001,1383.96386222473,1035,"Rhinichthys osculus","Fishes","5",1
297,2002,0,1035,"Rhinichthys osculus","Fishes","5",1
297,2003,0,1035,"Rhinichthys osculus","Fishes","5",1
297,2004,0,1035,"Rhinichthys osculus","Fishes","5",1
297,2005,12022.8264208909,1035,"Rhinichthys osculus","Fishes","5",1
297,2006,57339.5401785714,1035,"Rhinichthys osculus","Fishes","5",1
297,2007,29344.6063675832,1035,"Rhinichthys osculus","Fishes","5",1
297,2008,62308.6776590803,1035,"Rhinichthys osculus","Fishes","5",1
297,2010,8247.54195323246,1035,"Rhinichthys osculus","Fishes","5",1
